binary_path,binary_sha256,build_flags,chunk,command,compiler,configuration,context,data_manifest,data_manifest_sha256,data_path,data_sha256,evaluation_concurrency,example_count,git_dirty,git_revision,input_token_count,invocation,job_id,kind,kv,kv_bytes,linear,load_seconds,manifest_data_revision,manifest_model_revision,mean_nll,model_bytes,model_manifest,model_manifest_sha256,model_path,model_revision,model_sha256,nll_sum,norm_char_count,normalized_accuracy,normalized_correct,openblas,openblas_core,orchestrator_platform,orchestrator_python,peak_rss_kib,perplexity,progress_every,raw_accuracy,raw_correct,record_count,result_sha256,run_fingerprint,scores_path,scores_sha256,scratch_bytes,seconds,target_count,targets_per_second,task,threads,timing_isolated,timing_scope,variant
/home/rmj/FPGA_LLM/llama2.c/build/smollm,32c208d95e7d399d60c7f87981833331dc0514eef05451e33a68609028d1f85e,-O3 -std=c11 -Wall -Wextra -Wpedantic -fno-fast-math -ffp-contract=off -fopenmp -march=native,128,eval,11.4.0,fp32_fp32,2048,/home/rmj/FPGA_LLM/llama2.c/manifests/data_wikitext2_smoke.json,dde83482f82e713d870d34c2699d34c3d0f94763f6dc1f52c68a54b9f6b0463f,/home/rmj/FPGA_LLM/llama2.c/data/wikitext2_smoke.smeval,f3c5643db867be07cfda9053617abbfb2f7a4c3938cfef61ca6ea3945a24cff2,4,,True,134321d78ecec1ccdee0cdd3377b677030af7905,26624,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""eval"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--data"",""/home/rmj/FPGA_LLM/llama2.c/data/wikitext2_smoke.smeval"",""--manifest"",""/home/rmj/FPGA_LLM/llama2.c/manifests/data_wikitext2_smoke.json"",""--kv"",""f32"",""--context"",""2048"",""--chunk"",""128"",""--threads"",""3"",""--progress-every"",""10"",""--scores"",""/home/rmj/FPGA_LLM/llama2.c/results/scores/wikitext2-smoke-fp32_fp32.jsonl""]",wikitext2:smoke:fp32_fp32,lm,fp32,94371840,fp32,0.074782291,b08601e04326c79dfdd32d625aee71d232d685c3,93efa2f097d58c2a74874c7e644dbc9b0cee75a2,2.7451189074780364,538095104,/home/rmj/FPGA_LLM/llama2.c/manifests/model-f32.json,d55ff8daafd24b1199cd2452294d343fba3f3fa9ec8d563c7e62527aeb4e8c1a,/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin,93efa2f097d58c2a74874c7e644dbc9b0cee75a2,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,22485.268971152596,,,,OpenBLAS 0.3.20 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Zen MAX_THREADS=64,Zen,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.35,3.11.0rc1,657024,15.566464791212168,10,,,13,5adb0fe5a17cd40035116e2a8faac8fbe43c3fa236d25370d16c1ae69a3c7668,11837462e0168d9b0d12ab933edd52eb86fb9ba7082365db3cf6fee6c4c420cf,/home/rmj/FPGA_LLM/llama2.c/results/scores/wikitext2-smoke-fp32_fp32.jsonl,fbebf583e9bfa250b54f0129f2468f060de8b8e67dcaf30f4f9c83bbf135c941,33730688,96.3251315,8191,85.0349215,wikitext2,3,False,concurrent_not_isolated,smoke
/home/rmj/FPGA_LLM/llama2.c/build/smollm,32c208d95e7d399d60c7f87981833331dc0514eef05451e33a68609028d1f85e,-O3 -std=c11 -Wall -Wextra -Wpedantic -fno-fast-math -ffp-contract=off -fopenmp -march=native,128,eval,11.4.0,w8a8_fp32,2048,/home/rmj/FPGA_LLM/llama2.c/manifests/data_wikitext2_smoke.json,dde83482f82e713d870d34c2699d34c3d0f94763f6dc1f52c68a54b9f6b0463f,/home/rmj/FPGA_LLM/llama2.c/data/wikitext2_smoke.smeval,f3c5643db867be07cfda9053617abbfb2f7a4c3938cfef61ca6ea3945a24cff2,4,,True,134321d78ecec1ccdee0cdd3377b677030af7905,26624,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""eval"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin"",""--data"",""/home/rmj/FPGA_LLM/llama2.c/data/wikitext2_smoke.smeval"",""--manifest"",""/home/rmj/FPGA_LLM/llama2.c/manifests/data_wikitext2_smoke.json"",""--kv"",""f32"",""--context"",""2048"",""--chunk"",""128"",""--threads"",""3"",""--progress-every"",""10"",""--scores"",""/home/rmj/FPGA_LLM/llama2.c/results/scores/wikitext2-smoke-w8a8_fp32.jsonl""]",wikitext2:smoke:w8a8_fp32,lm,fp32,94371840,w8a8_gs64,0.098219093,b08601e04326c79dfdd32d625aee71d232d685c3,93efa2f097d58c2a74874c7e644dbc9b0cee75a2,2.7496209160438903,143060480,/home/rmj/FPGA_LLM/llama2.c/manifests/model-q8.json,05dafb7ee126320ceb60cb2e02a5a00453ab20057e394cab1bac44a4ab26741b,/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin,93efa2f097d58c2a74874c7e644dbc9b0cee75a2,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,22522.144923315504,,,,OpenBLAS 0.3.20 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Zen MAX_THREADS=64,Zen,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.35,3.11.0rc1,270720,15.63670313722697,10,,,13,4aebe2aa730a927244f0888223b17294b2f78d6203bd8ced5b4c1012b0057425,a81e996be51fe0824f1d5ea5d963470c2388a823610be638af763471c35c04e2,/home/rmj/FPGA_LLM/llama2.c/results/scores/wikitext2-smoke-w8a8_fp32.jsonl,d1712c714d6e2faf5f0dbb64a4654ba4a91ea4cfedb9c1f3f942c7bfa2903bc3,33939584,182.915034,8191,44.7803542,wikitext2,3,False,concurrent_not_isolated,smoke
/home/rmj/FPGA_LLM/llama2.c/build/smollm,32c208d95e7d399d60c7f87981833331dc0514eef05451e33a68609028d1f85e,-O3 -std=c11 -Wall -Wextra -Wpedantic -fno-fast-math -ffp-contract=off -fopenmp -march=native,128,eval,11.4.0,fp32_kv8,2048,/home/rmj/FPGA_LLM/llama2.c/manifests/data_wikitext2_smoke.json,dde83482f82e713d870d34c2699d34c3d0f94763f6dc1f52c68a54b9f6b0463f,/home/rmj/FPGA_LLM/llama2.c/data/wikitext2_smoke.smeval,f3c5643db867be07cfda9053617abbfb2f7a4c3938cfef61ca6ea3945a24cff2,4,,True,134321d78ecec1ccdee0cdd3377b677030af7905,26624,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""eval"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--data"",""/home/rmj/FPGA_LLM/llama2.c/data/wikitext2_smoke.smeval"",""--manifest"",""/home/rmj/FPGA_LLM/llama2.c/manifests/data_wikitext2_smoke.json"",""--kv"",""q8"",""--context"",""2048"",""--chunk"",""128"",""--threads"",""3"",""--progress-every"",""10"",""--scores"",""/home/rmj/FPGA_LLM/llama2.c/results/scores/wikitext2-smoke-fp32_kv8.jsonl""]",wikitext2:smoke:fp32_kv8,lm,q8_gs64,25067520,fp32,0.078307776,b08601e04326c79dfdd32d625aee71d232d685c3,93efa2f097d58c2a74874c7e644dbc9b0cee75a2,2.7459166792358696,538095104,/home/rmj/FPGA_LLM/llama2.c/manifests/model-f32.json,d55ff8daafd24b1199cd2452294d343fba3f3fa9ec8d563c7e62527aeb4e8c1a,/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin,93efa2f097d58c2a74874c7e644dbc9b0cee75a2,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,22491.803519621008,,,,OpenBLAS 0.3.20 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Zen MAX_THREADS=64,Zen,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.35,3.11.0rc1,589248,15.578888232068127,10,,,13,5df4c49103b49e367930ad2b14fac4c89bfeeefc088b3a3d060cfe7f8f4ea5b9,495cd446126ccfbaa59969021014f4eeb2e1f31e3d598aae0c078bcdae30296e,/home/rmj/FPGA_LLM/llama2.c/results/scores/wikitext2-smoke-fp32_kv8.jsonl,e4c5e853723193070fe722d92ca8a2ae5226207abe91a7b5d373854417de451c,33730688,99.2598651,8191,82.520765,wikitext2,3,False,concurrent_not_isolated,smoke
/home/rmj/FPGA_LLM/llama2.c/build/smollm,32c208d95e7d399d60c7f87981833331dc0514eef05451e33a68609028d1f85e,-O3 -std=c11 -Wall -Wextra -Wpedantic -fno-fast-math -ffp-contract=off -fopenmp -march=native,128,eval,11.4.0,w8a8_kv8,2048,/home/rmj/FPGA_LLM/llama2.c/manifests/data_wikitext2_smoke.json,dde83482f82e713d870d34c2699d34c3d0f94763f6dc1f52c68a54b9f6b0463f,/home/rmj/FPGA_LLM/llama2.c/data/wikitext2_smoke.smeval,f3c5643db867be07cfda9053617abbfb2f7a4c3938cfef61ca6ea3945a24cff2,4,,True,134321d78ecec1ccdee0cdd3377b677030af7905,26624,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""eval"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin"",""--data"",""/home/rmj/FPGA_LLM/llama2.c/data/wikitext2_smoke.smeval"",""--manifest"",""/home/rmj/FPGA_LLM/llama2.c/manifests/data_wikitext2_smoke.json"",""--kv"",""q8"",""--context"",""2048"",""--chunk"",""128"",""--threads"",""3"",""--progress-every"",""10"",""--scores"",""/home/rmj/FPGA_LLM/llama2.c/results/scores/wikitext2-smoke-w8a8_kv8.jsonl""]",wikitext2:smoke:w8a8_kv8,lm,q8_gs64,25067520,w8a8_gs64,0.098806239,b08601e04326c79dfdd32d625aee71d232d685c3,93efa2f097d58c2a74874c7e644dbc9b0cee75a2,2.7515558191426877,143060480,/home/rmj/FPGA_LLM/llama2.c/manifests/model-q8.json,05dafb7ee126320ceb60cb2e02a5a00453ab20057e394cab1bac44a4ab26741b,/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin,93efa2f097d58c2a74874c7e644dbc9b0cee75a2,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,22537.993714597753,,,,OpenBLAS 0.3.20 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Zen MAX_THREADS=64,Zen,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.35,3.11.0rc1,202752,15.666987932205515,10,,,13,1f870f44007434285224da8ab0d3f5e917e823e0e5243571039ced19dd98b9d9,44eb73253a49db600a769789b2a78e0154f938605c5a83fc680b11eb0f9fbc8b,/home/rmj/FPGA_LLM/llama2.c/results/scores/wikitext2-smoke-w8a8_kv8.jsonl,703d309df88ac76856d1c5278d6014cb5af2b5692dee2f15fb8a2fa744c60b1d,33939584,186.533318,8191,43.9117262,wikitext2,3,False,concurrent_not_isolated,smoke
/home/rmj/FPGA_LLM/llama2.c/build/smollm,32c208d95e7d399d60c7f87981833331dc0514eef05451e33a68609028d1f85e,-O3 -std=c11 -Wall -Wextra -Wpedantic -fno-fast-math -ffp-contract=off -fopenmp -march=native,128,eval,11.4.0,fp32_fp32,2048,/home/rmj/FPGA_LLM/llama2.c/manifests/data_hellaswag_smoke.json,f07a694e5d0c21f2d84a6857101fa9e22bbe7f46a14b344eba9a01cf799625bf,/home/rmj/FPGA_LLM/llama2.c/data/hellaswag_smoke.smeval,d4868c537197fe947b9fa1cfff5aec19e75deb665786c08e91f80a0caef843a0,4,32,True,134321d78ecec1ccdee0cdd3377b677030af7905,5187,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""eval"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--data"",""/home/rmj/FPGA_LLM/llama2.c/data/hellaswag_smoke.smeval"",""--manifest"",""/home/rmj/FPGA_LLM/llama2.c/manifests/data_hellaswag_smoke.json"",""--kv"",""f32"",""--context"",""2048"",""--chunk"",""128"",""--threads"",""3"",""--progress-every"",""10"",""--scores"",""/home/rmj/FPGA_LLM/llama2.c/results/scores/hellaswag-smoke-fp32_fp32.jsonl""]",hellaswag:smoke:fp32_fp32,multiple_choice,fp32,94371840,fp32,0.073560851,218ec52e09a7e7462a5400043bb9a69a41d06b76,93efa2f097d58c2a74874c7e644dbc9b0cee75a2,3.335043951972323,538095104,/home/rmj/FPGA_LLM/llama2.c/manifests/model-f32.json,d55ff8daafd24b1199cd2452294d343fba3f3fa9ec8d563c7e62527aeb4e8c1a,/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin,93efa2f097d58c2a74874c7e644dbc9b0cee75a2,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,5412.77633405108,7314,0.40625,13,OpenBLAS 0.3.20 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Zen MAX_THREADS=64,Zen,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.35,3.11.0rc1,543168,,10,0.46875,15,128,c52cff07df30e38fd3d24cb9e653a6312f041ffba1ad69f5e84d8c29e166068d,37ca4eaecc5a29e8eb0878058036ecac7b7b8fd8b07e8352506701b9e6641895,/home/rmj/FPGA_LLM/llama2.c/results/scores/hellaswag-smoke-fp32_fp32.jsonl,2786bfe3a1a1a661fddfe0cd4cb550df561a9936d920846b2c6e8eece826054b,15446144,19.1291252,1623,84.8444445,hellaswag,3,False,concurrent_not_isolated,smoke
/home/rmj/FPGA_LLM/llama2.c/build/smollm,32c208d95e7d399d60c7f87981833331dc0514eef05451e33a68609028d1f85e,-O3 -std=c11 -Wall -Wextra -Wpedantic -fno-fast-math -ffp-contract=off -fopenmp -march=native,128,eval,11.4.0,w8a8_fp32,2048,/home/rmj/FPGA_LLM/llama2.c/manifests/data_hellaswag_smoke.json,f07a694e5d0c21f2d84a6857101fa9e22bbe7f46a14b344eba9a01cf799625bf,/home/rmj/FPGA_LLM/llama2.c/data/hellaswag_smoke.smeval,d4868c537197fe947b9fa1cfff5aec19e75deb665786c08e91f80a0caef843a0,4,32,True,134321d78ecec1ccdee0cdd3377b677030af7905,5187,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""eval"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin"",""--data"",""/home/rmj/FPGA_LLM/llama2.c/data/hellaswag_smoke.smeval"",""--manifest"",""/home/rmj/FPGA_LLM/llama2.c/manifests/data_hellaswag_smoke.json"",""--kv"",""f32"",""--context"",""2048"",""--chunk"",""128"",""--threads"",""3"",""--progress-every"",""10"",""--scores"",""/home/rmj/FPGA_LLM/llama2.c/results/scores/hellaswag-smoke-w8a8_fp32.jsonl""]",hellaswag:smoke:w8a8_fp32,multiple_choice,fp32,94371840,w8a8_gs64,0.113999072,218ec52e09a7e7462a5400043bb9a69a41d06b76,93efa2f097d58c2a74874c7e644dbc9b0cee75a2,3.34886910540406,143060480,/home/rmj/FPGA_LLM/llama2.c/manifests/model-q8.json,05dafb7ee126320ceb60cb2e02a5a00453ab20057e394cab1bac44a4ab26741b,/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin,93efa2f097d58c2a74874c7e644dbc9b0cee75a2,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,5435.214558070789,7314,0.40625,13,OpenBLAS 0.3.20 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Zen MAX_THREADS=64,Zen,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.35,3.11.0rc1,156480,,10,0.46875,15,128,3fe7e7c112863ac57af07b4cfe36cf95a2d4ae3daa9c130768a99801885a02d6,52af377ad3f0cfa211b5190aa43357f99765244164fea4bb73cc8af4e5f19b49,/home/rmj/FPGA_LLM/llama2.c/results/scores/hellaswag-smoke-w8a8_fp32.jsonl,6e97e0ed2655bd6da886a9cda9cabb45fe3aa07031c093dbd55030b3001ba37d,15655040,26.1017789,1623,62.17967,hellaswag,3,False,concurrent_not_isolated,smoke
/home/rmj/FPGA_LLM/llama2.c/build/smollm,32c208d95e7d399d60c7f87981833331dc0514eef05451e33a68609028d1f85e,-O3 -std=c11 -Wall -Wextra -Wpedantic -fno-fast-math -ffp-contract=off -fopenmp -march=native,128,eval,11.4.0,fp32_kv8,2048,/home/rmj/FPGA_LLM/llama2.c/manifests/data_hellaswag_smoke.json,f07a694e5d0c21f2d84a6857101fa9e22bbe7f46a14b344eba9a01cf799625bf,/home/rmj/FPGA_LLM/llama2.c/data/hellaswag_smoke.smeval,d4868c537197fe947b9fa1cfff5aec19e75deb665786c08e91f80a0caef843a0,4,32,True,134321d78ecec1ccdee0cdd3377b677030af7905,5187,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""eval"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--data"",""/home/rmj/FPGA_LLM/llama2.c/data/hellaswag_smoke.smeval"",""--manifest"",""/home/rmj/FPGA_LLM/llama2.c/manifests/data_hellaswag_smoke.json"",""--kv"",""q8"",""--context"",""2048"",""--chunk"",""128"",""--threads"",""3"",""--progress-every"",""10"",""--scores"",""/home/rmj/FPGA_LLM/llama2.c/results/scores/hellaswag-smoke-fp32_kv8.jsonl""]",hellaswag:smoke:fp32_kv8,multiple_choice,q8_gs64,25067520,fp32,0.098131713,218ec52e09a7e7462a5400043bb9a69a41d06b76,93efa2f097d58c2a74874c7e644dbc9b0cee75a2,3.3345848048963758,538095104,/home/rmj/FPGA_LLM/llama2.c/manifests/model-f32.json,d55ff8daafd24b1199cd2452294d343fba3f3fa9ec8d563c7e62527aeb4e8c1a,/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin,93efa2f097d58c2a74874c7e644dbc9b0cee75a2,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,5412.031138346818,7314,0.40625,13,OpenBLAS 0.3.20 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Zen MAX_THREADS=64,Zen,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.35,3.11.0rc1,540288,,10,0.46875,15,128,96885f57bcdec81f92afc506bdf0a191b303d27847a87fb5e8fde7bcf4aa78bd,65f1692560091b04d1d1b29cd36816135d0a84b11bccce1007248444e3a55e36,/home/rmj/FPGA_LLM/llama2.c/results/scores/hellaswag-smoke-fp32_kv8.jsonl,2ebb5510ade3089edb6b6dd186c5fc1295ca73b75b8d81b45b688f84efc79335,15446144,19.6368009,1623,82.6509372,hellaswag,3,False,concurrent_not_isolated,smoke
/home/rmj/FPGA_LLM/llama2.c/build/smollm,32c208d95e7d399d60c7f87981833331dc0514eef05451e33a68609028d1f85e,-O3 -std=c11 -Wall -Wextra -Wpedantic -fno-fast-math -ffp-contract=off -fopenmp -march=native,128,eval,11.4.0,w8a8_kv8,2048,/home/rmj/FPGA_LLM/llama2.c/manifests/data_hellaswag_smoke.json,f07a694e5d0c21f2d84a6857101fa9e22bbe7f46a14b344eba9a01cf799625bf,/home/rmj/FPGA_LLM/llama2.c/data/hellaswag_smoke.smeval,d4868c537197fe947b9fa1cfff5aec19e75deb665786c08e91f80a0caef843a0,4,32,True,134321d78ecec1ccdee0cdd3377b677030af7905,5187,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""eval"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin"",""--data"",""/home/rmj/FPGA_LLM/llama2.c/data/hellaswag_smoke.smeval"",""--manifest"",""/home/rmj/FPGA_LLM/llama2.c/manifests/data_hellaswag_smoke.json"",""--kv"",""q8"",""--context"",""2048"",""--chunk"",""128"",""--threads"",""3"",""--progress-every"",""10"",""--scores"",""/home/rmj/FPGA_LLM/llama2.c/results/scores/hellaswag-smoke-w8a8_kv8.jsonl""]",hellaswag:smoke:w8a8_kv8,multiple_choice,q8_gs64,25067520,w8a8_gs64,0.11695713,218ec52e09a7e7462a5400043bb9a69a41d06b76,93efa2f097d58c2a74874c7e644dbc9b0cee75a2,3.351069109592085,143060480,/home/rmj/FPGA_LLM/llama2.c/manifests/model-q8.json,05dafb7ee126320ceb60cb2e02a5a00453ab20057e394cab1bac44a4ab26741b,/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin,93efa2f097d58c2a74874c7e644dbc9b0cee75a2,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,5438.785164867954,7314,0.40625,13,OpenBLAS 0.3.20 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Zen MAX_THREADS=64,Zen,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.35,3.11.0rc1,153984,,10,0.46875,15,128,9c170efece520b99cefacb62e174c0af9bf5e9082c1a61c342619862bebb63a7,40c5c61f8f5c6f3349a02e937aa7f2881d8a78a80e3f038a8c7070c6c91dcda7,/home/rmj/FPGA_LLM/llama2.c/results/scores/hellaswag-smoke-w8a8_kv8.jsonl,2537263f547a4578ab414668ea0ef28e449d61d9dece46ecf93de397f7045b64,15655040,27.0019951,1623,60.1066696,hellaswag,3,False,concurrent_not_isolated,smoke
/home/rmj/FPGA_LLM/llama2.c/build/smollm,32c208d95e7d399d60c7f87981833331dc0514eef05451e33a68609028d1f85e,-O3 -std=c11 -Wall -Wextra -Wpedantic -fno-fast-math -ffp-contract=off -fopenmp -march=native,128,eval,11.4.0,fp32_fp32,2048,/home/rmj/FPGA_LLM/llama2.c/manifests/data_piqa_smoke.json,adc6e1d81393854acd8cf926708efc625b178823d9fbfcbe1e758f624fdbdaa4,/home/rmj/FPGA_LLM/llama2.c/data/piqa_smoke.smeval,2a854a3b5561f8f895ee317664cc1b3beca67dff1fbd6df1dd1c8fce17589cd2,4,32,True,134321d78ecec1ccdee0cdd3377b677030af7905,2294,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""eval"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--data"",""/home/rmj/FPGA_LLM/llama2.c/data/piqa_smoke.smeval"",""--manifest"",""/home/rmj/FPGA_LLM/llama2.c/manifests/data_piqa_smoke.json"",""--kv"",""f32"",""--context"",""2048"",""--chunk"",""128"",""--threads"",""3"",""--progress-every"",""10"",""--scores"",""/home/rmj/FPGA_LLM/llama2.c/results/scores/piqa-smoke-fp32_fp32.jsonl""]",piqa:smoke:fp32_fp32,multiple_choice,fp32,94371840,fp32,0.093998592,2e8ac2dffd59bac8c3c6714948f4c551a0848bb0,93efa2f097d58c2a74874c7e644dbc9b0cee75a2,2.987364505040842,538095104,/home/rmj/FPGA_LLM/llama2.c/manifests/model-f32.json,d55ff8daafd24b1199cd2452294d343fba3f3fa9ec8d563c7e62527aeb4e8c1a,/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin,93efa2f097d58c2a74874c7e644dbc9b0cee75a2,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,4230.108139137832,6059,0.6875,22,OpenBLAS 0.3.20 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Zen MAX_THREADS=64,Zen,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.35,3.11.0rc1,562368,,10,0.71875,23,64,55044228e30e26c76f2418a475400610c30f3076cb2034877c723f7d81abd160,0ecec05daee877762619404e0152a6a2f6bf5992e7ca434bf92a5da4753b7367,/home/rmj/FPGA_LLM/llama2.c/results/scores/piqa-smoke-fp32_fp32.jsonl,39a3e98d51a48783eb317fd9183114f138bf15d6f598274f958e94c85b16c2db,30388352,9.61928821,1416,147.204239,piqa,3,False,concurrent_not_isolated,smoke
/home/rmj/FPGA_LLM/llama2.c/build/smollm,32c208d95e7d399d60c7f87981833331dc0514eef05451e33a68609028d1f85e,-O3 -std=c11 -Wall -Wextra -Wpedantic -fno-fast-math -ffp-contract=off -fopenmp -march=native,128,eval,11.4.0,w8a8_fp32,2048,/home/rmj/FPGA_LLM/llama2.c/manifests/data_piqa_smoke.json,adc6e1d81393854acd8cf926708efc625b178823d9fbfcbe1e758f624fdbdaa4,/home/rmj/FPGA_LLM/llama2.c/data/piqa_smoke.smeval,2a854a3b5561f8f895ee317664cc1b3beca67dff1fbd6df1dd1c8fce17589cd2,4,32,True,134321d78ecec1ccdee0cdd3377b677030af7905,2294,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""eval"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin"",""--data"",""/home/rmj/FPGA_LLM/llama2.c/data/piqa_smoke.smeval"",""--manifest"",""/home/rmj/FPGA_LLM/llama2.c/manifests/data_piqa_smoke.json"",""--kv"",""f32"",""--context"",""2048"",""--chunk"",""128"",""--threads"",""3"",""--progress-every"",""10"",""--scores"",""/home/rmj/FPGA_LLM/llama2.c/results/scores/piqa-smoke-w8a8_fp32.jsonl""]",piqa:smoke:w8a8_fp32,multiple_choice,fp32,94371840,w8a8_gs64,0.132772158,2e8ac2dffd59bac8c3c6714948f4c551a0848bb0,93efa2f097d58c2a74874c7e644dbc9b0cee75a2,2.996668444601449,143060480,/home/rmj/FPGA_LLM/llama2.c/manifests/model-q8.json,05dafb7ee126320ceb60cb2e02a5a00453ab20057e394cab1bac44a4ab26741b,/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin,93efa2f097d58c2a74874c7e644dbc9b0cee75a2,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,4243.282517555652,6059,0.6875,22,OpenBLAS 0.3.20 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Zen MAX_THREADS=64,Zen,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.35,3.11.0rc1,175296,,10,0.71875,23,64,5fded8ef913e6f5ecc5e7764452554a0bbe7d01f546901264cc9c9b9cf2c0431,bce709f369c655796585d5801e35f9c1655d831757e916bd9771b05609ab1dfa,/home/rmj/FPGA_LLM/llama2.c/results/scores/piqa-smoke-w8a8_fp32.jsonl,7c87390c107c43a8dacf00a6ca86b294cd86d817740fd1901569a5da5782a7f2,30597248,12.8259839,1416,110.400887,piqa,3,False,concurrent_not_isolated,smoke
